,edge,flow,density
3149,611621554#1,0.0,0
3150,611621555#0,0.0,0
3151,611621555#1,0.0,0
3152,611621556#0,0.0,0
3153,611621556#1,0.0,0
3154,611621556#2,0.0,0
3155,611621557#0,0.0,0
3156,611621557#1,0.0,0
3157,611621558,0.0,0
3158,631627328,0.0,0
3159,631627329,0.0,0
3160,631627330,0.0,0
3161,631628541,0.0,0
3162,631628542,0.0,0
3163,631628753,0.0,0
3164,631629078#1,0.0,0
3165,631629079,0.0,0
3166,631629411,0.0,0
3167,631634872,3.3,0.08
3168,637038338#0,4.12,0.15
3169,637038338#1,3.3,0.1
3170,637038338#2,2.47,0.12
3171,637038338#3,4.95,0.16
3172,637038338#4,8.24,0.23
3173,637038338#5,6.59,0.15
3174,637038338#6,5.77,0.13
3175,637060474#0,0.0,0.2
3176,637060474#1,9.07,0.26
3177,637060474#2,30.5,0.89
3178,637060474#4,30.5,1.47
3179,682778149#0,0.0,0
3180,682778149#1,0.0,0
3181,682778149#2,0.0,0
3182,682778150#0,0.0,0
3183,682778150#1,0.0,0
3184,682778150#2,0.0,0
3185,682778151#0,0.0,0
3186,682778151#1,0.0,0
3187,682778151#2,0.0,0
3188,682778151#3,0.0,0
3189,682781421,0.0,0
3190,682782073,0.0,0
3191,682782074#0,0.0,0
3192,682782074#1,0.0,0
3193,682782074#2,0.0,0
3194,682782074#3,0.0,0
3195,682784907,0.0,0
3196,682784908,0.0,0
3197,682784909,0.0,0
3198,688535331#0,17.31,0.58
3199,688535331#1,8.24,0.36
3200,712076414#0,0.0,0.02
3201,712076414#1,3.3,0.26
3202,712076414#2,5.77,0.18
3203,712076414#3,4.12,0.29
3204,712076414#4,14.01,0.5
3205,724609205,0.0,0
3206,724609206,0.0,0
3207,748906477#1,166.52,3.64
3208,748906477#2,159.93,3.31
3209,748906477#3,157.45,3.79
3210,748906478#0,138.49,103.09
3211,748906478#1,137.67,3.25
3212,752304638#0,0.0,0
3213,752304638#1,0.0,0
3214,752304639#1,19.78,1.48
3215,752304640#1,19.78,1.23
3216,752304640#2,19.78,2.91
3217,754522151#0,0.0,0
3218,754522151#1,0.0,0
3219,754522151#2,0.0,0
3220,754522151#3,0.0,0
3221,754522152#0,0.0,0
3222,754522152#1,0.0,0
3223,754522152#2,0.0,0
3224,754522153#0,0.0,0
3225,754522153#1,0.0,0
3226,755795648,0.0,0
3227,755795649,0.0,0
3228,755795650,0.0,0
3229,755795651,0.0,0
3230,755804631,0.0,0
3231,755804632,0.0,0
3232,755804633#0,0.0,0
3233,755804633#1,0.0,0
3234,755804633#2,0.0,0
3235,755804634#1,0.0,0
3236,755804635,0.0,0
3237,756596351#0,0.82,0.12
3238,756596351#1,25.56,0.84
3239,756596351#2,21.43,0.9
3240,756596351#3,19.78,0.58
3241,756596351#4,23.91,0.76
3242,756596351#5,27.2,1.61
3243,761149834#0,0.0,0
3244,761149834#1,0.0,0
3245,761149835,0.0,0
3246,761183391,0.0,0
3247,761186294#0,0.0,0
3248,761186294#1,0.0,0
3249,761186294#2,0.0,0
3250,761186295#0,0.0,0
3251,761186295#1,0.0,0
3252,761186296#0,0.0,0
3253,761186296#1,0.0,0
3254,761186297,0.0,0
3255,765572299#0,0.0,0
3256,765572299#1,0.0,0
3257,765572299#2,0.0,0
3258,765572299#3,0.0,0
3259,765572300#0,0.0,0
3260,766263907#1,0.0,0
3261,766263907#2,0.0,0
3262,766263908#0,0.0,0
3263,766263908#1,0.0,0
3264,766263909#0,0.0,0
3265,766263909#1,0.0,0
3266,766263909#2,0.0,0
3267,766811706#0,0.0,0
3268,766811706#1,0.0,0
3269,766811706#2,0.0,0
3270,771278911,0.0,0
3271,771656196,0.0,0
3272,781773301#1,0.0,0
3273,800316007,0.0,0
3274,811850140,0.0,0
3275,826123710#0,0.0,0
3276,826123710#1,0.0,0
3277,826123710#2,0.0,0
3278,826123711#0,0.0,0
3279,826123711#1,0.0,0
3280,826123712#0,0.0,0
3281,826123712#1,0.0,0
3282,826123713,0.0,0
3283,827496239#1,0.0,0
3284,827496239#2,0.0,0
3285,827498887#0,0.0,0
3286,827498887#1,0.0,0
3287,827498888#0,0.0,0
3288,827498888#1,0.0,0
3289,827498889#0,0.0,0
3290,827498889#1,0.0,0
3291,827498891#0,0.0,0
3292,827498891#1,0.0,0
3293,827503946,0.0,0
3294,827503947#0,0.0,0
3295,827503947#1,0.0,0
3296,827503949#0,0.0,0
3297,827503949#1,0.0,0
3298,827503950#1,0.0,0
3299,827503951#0,0.0,0
3300,827503951#1,0.0,0
3301,827503951#2,0.0,0
3302,827503951#3,0.0,0
3303,827503952,0.0,0
3304,827503953#1,0.0,0
3305,827503954#0,0.0,0
3306,827503954#1,0.0,0
3307,827503955,0.0,0
3308,827503956#0,0.0,0
3309,827503956#1,0.0,0
3310,827503957,0.0,0
3311,827503958#0,0.0,0
3312,827503958#1,0.0,0
3313,827503959#1,0.0,0
3314,827503960,0.0,0
3315,827503961,0.0,0
3316,827503968,0.0,0
3317,827503980#0,0.0,0
3318,827503980#1,0.0,0
3319,827503980#2,0.0,0
3320,827503980#3,0.0,0
3321,827503981#1,0.0,0
3322,827503988#1,0.0,0
3323,827503989,0.0,0
3324,827503990,0.0,0
3325,827503991#1,0.0,0
3326,827503992#1,0.0,0
3327,827879058,0.0,0.03
3328,827879059,0.0,0
3329,827879494,0.0,0
3330,828242549,0.0,0
3331,828242550#1,0.0,0
3332,828242552#1,0.0,0
3333,828242554,0.0,0
3334,828242555#0,0.0,0
3335,828242555#1,0.0,0
3336,828242555#2,0.0,0
3337,828242557,0.0,0
3338,828242558#0,0.0,0
3339,828242558#1,0.0,0
3340,828242558#2,0.0,0
3341,828242558#3,0.0,0
3342,828242560,0.0,0
3343,828242561,0.0,0
3344,828242562#0,0.0,0
3345,828242562#1,0.0,0
3346,828242562#2,0.0,0
3347,828242562#3,0.0,0
3348,828242562#4,0.0,0
3349,828242563#0,0.0,0
3350,828242563#1,0.0,0
3351,828242565,0.0,0
3352,828242566#0,0.0,0
3353,828242566#1,0.0,0
3354,828242566#2,0.0,0
3355,828242566#3,0.0,0
3356,828242566#4,0.0,0
3357,828242566#5,0.0,0
3358,828242566#6,0.0,0
3359,828242567#0,0.0,0
3360,828242567#1,0.0,0
3361,828242568#1,0.0,0
3362,828242569#0,0.0,0
3363,828242569#1,0.0,0
3364,828242570,0.0,0
3365,828242571#1,0.0,0
3366,828242572,0.0,0
3367,828242574#1,0.0,0
3368,828242575#1,0.0,0
3369,828242577#1,0.0,0
3370,828242578#1,0.0,0
3371,828242578#2,0.0,0
3372,828242579#0,0.0,0
3373,828242579#1,0.0,0
3374,828242579#2,0.0,0
3375,828242582,0.0,0
3376,828242583,0.0,0
3377,828242584#1,0.0,0
3378,828242586,0.0,0
3379,838432450,0.0,0
3380,839212255#0,0.0,0
3381,839212255#1,0.0,0
3382,839212256,0.0,0
3383,846104439,0.0,0
3384,846104440,0.0,0
3385,846104441,0.0,0
3386,846104442#0,0.0,0
3387,846104442#1,0.0,0
3388,846104444#0,0.0,0
3389,846104444#1,0.0,0
3390,846104444#3,0.0,0
3391,846104445,0.0,0
3392,846104446#1,0.0,0
3393,846104447#0,0.0,0
3394,846104447#1,0.0,0
3395,846104448,0.0,0
3396,846104449#0,0.0,0
3397,846104449#1,0.0,0
3398,846104449#2,0.0,0
3399,846104449#3,0.0,0
3400,846104450,0.0,0
3401,846104451,0.0,0
3402,846419886#1,58.53,1.51
3403,846419886#2,58.53,1.2
3404,846419887#0,17.31,0.39
3405,846419887#2,6.59,0.11
3406,846419889#2,36.27,1.08
3407,846419890#1,57.71,1.2
3408,846419890#2,58.53,1.12
3409,846419890#3,61.83,1.53
3410,846419890#5,65.95,1.37
3411,846419890#6,68.42,1.87
3412,846419890#7,70.9,1.67
3413,846420359#0,0.0,0
3414,846420359#1,0.0,0
3415,846420359#3,0.0,0
3416,846420360#0,0.0,0
3417,846420360#1,0.0,0
3418,847499405,0.0,0
3419,868333058#0,0.0,0
3420,868333058#1,0.0,0
3421,868333059#0,0.0,0
3422,868333059#1,0.0,0
3423,868333060#0,0.0,0
3424,868333060#1,0.0,0
3425,868333060#2,0.0,0
3426,868333061#0,0.0,0
3427,868333061#1,0.0,0
3428,868333062#0,0.0,0
3429,868333062#1,0.0,0
3430,868333062#2,0.0,0
3431,868333062#3,0.0,0
3432,868333063#0,0.0,0
3433,868333063#1,0.0,0
3434,868333064#0,0.0,0
3435,868333064#1,0.0,0
3436,868333065#0,0.0,0
3437,868333065#1,0.0,0
3438,868333066#0,0.0,0
3439,868333066#1,0.0,0
3440,868333067#0,0.0,0
3441,868333067#1,0.0,0
3442,868333067#2,0.0,0
3443,868333067#3,0.0,0
3444,868333067#4,0.0,0
3445,868333068#0,0.0,0
3446,868333068#1,0.0,0
3447,868333068#2,0.0,0
3448,868333068#3,0.0,0
3449,868333069#0,0.0,0
3450,868333069#1,0.0,0
3451,868333069#2,0.0,0
3452,868333070#0,0.0,0
3453,868333070#2,0.0,0
3454,868333071#0,0.0,0
3455,868333071#1,0.0,0
3456,868333072#0,0.0,0
3457,868333072#1,0.0,0
3458,868333073,0.0,0
3459,868333074#1,0.0,0
3460,868333075,0.0,0
3461,868333077,0.0,0
3462,868333078#1,0.0,0
3463,868333079,0.0,0
3464,868333080#0,0.0,0
3465,868333080#1,0.0,0
3466,868333080#2,0.0,0
3467,868333082,0.0,0
3468,869791708#0,0.0,0
3469,869791708#1,0.0,0
3470,869791709#0,0.0,0
3471,869791709#1,0.0,0
3472,882225598#1,0.0,0
3473,895459370#0,0.0,0
3474,895459370#1,0.0,0
3475,895459371,0.0,0
3476,896413403#0,0.0,0
3477,896413403#1,0.0,0
3478,896413403#2,0.0,0
3479,896413404,0.0,0
3480,896413405,0.0,0
3481,896413406,0.0,0
3482,896463495#1,0.0,0
3483,896585371#0,0.0,0
3484,896585371#1,0.0,0
3485,896585371#2,0.0,0
3486,896585372,0.0,0
3487,896978417#0,0.0,0
3488,896978417#1,0.0,0
3489,896978417#2,0.0,0
3490,896978418,0.0,0
3491,896978419#1,0.0,0
3492,896978420,0.0,0
3493,896978421,0.0,0
3494,903775177,0.0,0
3495,903775178,0.0,0
3496,903775179,0.0,0
3497,903775180#0,0.0,0
3498,903775180#1,0.0,0
3499,903775180#2,0.0,0
3500,903775181,0.0,0
3501,903775182#0,0.0,0
3502,903775182#1,0.0,0
3503,903775183,0.0,0
3504,903775184#0,0.0,0
3505,903775184#1,0.0,0
3506,903775185,0.0,0
3507,903779412,0.0,0
3508,903779413,0.0,0
3509,903779414#0,0.0,0
3510,903779414#1,0.0,0
3511,903779414#2,0.0,0
3512,903826148,0.0,0
3513,903858689,0.0,0
3514,903858690,3.3,0.11
3515,903858691#0,0.0,0
3516,903858691#1,0.0,0
3517,903858691#2,0.0,0
3518,903858691#3,0.0,0
3519,903858691#4,0.0,0
3520,903858692#0,0.0,0
3521,903858692#1,0.0,0
3522,903858692#2,0.0,0
3523,903858693,0.0,0
3524,903858694,0.0,0
3525,903858695,0.0,0
3526,903858696,0.0,0
3527,903858697#0,0.0,0
3528,903858697#1,0.0,0
3529,903858697#2,0.0,0
3530,903858698#0,0.0,0
3531,903858698#1,0.0,0
3532,903858698#2,0.0,0
3533,903858699#0,0.0,0
3534,903858699#1,0.0,0
3535,903858700,0.0,0
3536,903858701,0.0,0
3537,903858707#0,0.0,0
3538,903858707#1,0.0,0
3539,903858708,0.0,0
3540,903858709,0.0,0
3541,903858710,0.0,0
3542,903858711,0.0,0
3543,903858712,0.0,0
3544,903858713,0.0,0
3545,903858714#0,0.0,0
3546,903858714#1,0.0,0
3547,903950804,0.0,0
3548,903950805,0.0,0
3549,903950806,0.0,0
3550,903950807,0.0,0
3551,903991250#0,0.0,0
3552,903991250#1,0.0,0
3553,903991250#2,0.0,0
3554,903991251,0.0,0
3555,903991252#0,0.0,0
3556,903991252#1,0.0,0
3557,904007339,0.0,0
3558,904007340#0,0.0,0
3559,904007340#1,0.0,0
3560,904007341,0.0,0
3561,904007342#0,0.0,0
3562,904007342#1,0.0,0
3563,904007342#2,0.0,0
3564,904007343,0.0,0
3565,904007344,0.0,0
3566,904016872#0,0.0,0
3567,904016872#1,0.0,0
3568,904016873#0,0.0,0
3569,904016873#1,0.0,0
3570,904016874,0.0,0
3571,904139728,0.0,0
3572,904399853#0,0.0,0
3573,904399853#1,0.0,0
3574,904399854,0.0,0
3575,904605180,0.0,0
3576,904605185#1,0.0,0
3577,904605187#0,0.0,0
3578,904605187#1,0.0,0
3579,904605187#2,0.0,0
3580,904605187#3,0.0,0
3581,904605187#4,0.0,0
3582,904605187#5,0.0,0
3583,904605187#6,0.0,0
3584,904605187#7,0.0,0
3585,904605188,0.0,0
3586,904605189,71.72,1.55
3587,904605192,36.27,0.97
3588,904605193#1,0.0,0
3589,904605194,0.0,0
3590,904605195,0.0,0
3591,904605196,0.0,0
3592,904607124#1,0.0,0
3593,904622812#0,51.93,1.99
3594,904622812#1,41.22,1.24
3595,904622812#2,40.39,1.8
3596,904622812#3,40.39,2.66
3597,904622812#4,46.16,1.65
3598,904622813#0,60.18,1.72
3599,904622813#1,61.0,3.57
3600,904622813#2,59.35,2.49
3601,904622814#0,145.09,4.95
3602,904622814#1,145.91,5.6
3603,904622814#2,143.44,10.99
3604,904622814#6,50.29,1.56
3605,904622814#7,50.29,1.32
3606,904622815#1,165.7,6.5
3607,904622816#0,9.89,0.42
3608,904622816#1,8.24,0.65
3609,904622816#2,7.42,0.34
3610,904622816#3,5.77,0.21
3611,904622817,30.5,0.8
3612,904622818#0,23.91,1.03
3613,904622818#1,23.08,0.83
3614,904622818#2,23.08,0.87
3615,904622818#3,23.08,3.09
3616,904622818#4,10.72,0.43
3617,904622818#5,9.89,0.4
3618,904622819,28.03,0.82
3619,904622820,0.0,0.4
3620,904622822#0,11.54,0.3
3621,904622822#1,13.19,0.3
3622,904622822#2,14.01,0.36
3623,904622822#3,18.96,0.38
3624,904622822#4,27.2,0.53
3625,904622822#5,29.68,0.61
3626,904622822#6,32.15,1.29
3627,904622823#0,3.3,0.22
3628,904622823#1,2.47,0.06
3629,904622823#2,4.12,0.34
3630,904905419,0.0,0
3631,904905420,0.0,0
3632,904925976,0.0,0
3633,904931978,0.0,0
3634,904945539,0.0,0
3635,904971643,0.0,0
3636,904986216,0.0,0
3637,904986217,0.0,0
3638,904986218#0,0.0,0
3639,904986218#1,0.0,0
3640,904986218#2,0.0,0
3641,904986219,0.0,0
3642,905122701,0.0,0
3643,905267658#0,0.0,0
3644,905267658#1,0.0,0
3645,905267658#2,0.0,0
3646,905267658#3,0.0,0
3647,905267659,0.0,0
3648,905267660#0,0.0,0
3649,905267660#1,0.0,0
3650,905267660#2,0.0,0
3651,905267660#3,0.0,0
3652,905267661#0,0.0,0
3653,905267661#1,0.0,0
3654,905267661#2,0.0,0
3655,905267662#0,0.0,0
3656,905267662#1,0.0,0
3657,905267662#2,0.0,0
3658,905267663#0,0.0,0
3659,905267663#1,0.0,0
3660,905267663#2,0.0,0
3661,905267663#3,0.0,0
3662,905267664#0,0.0,0
3663,905267664#1,0.0,0
3664,905267664#2,0.0,0
3665,905267665#0,0.0,0
3666,905267665#1,0.0,0
3667,905267666,0.0,0
3668,905270872#0,0.0,0
3669,905270872#1,0.0,0
3670,905270872#2,0.0,0
3671,905646840#0,47.81,17.66
3672,905646841#0,0.0,0
3673,905646841#1,0.0,0
3674,905646842#0,9.07,0.17
3675,905646842#1,10.72,0.67
3676,905789620,0.0,0
3677,906383521,2.47,0.05
3678,906383522#0,11.54,0.3
3679,906384969#0,0.0,0
3680,906384969#1,0.0,0
3681,906384970,0.0,0
3682,906384971,0.0,0
3683,906384972,0.0,0
3684,906403353,0.0,0
3685,906403354#1,0.0,0
3686,906405836#0,0.0,0
3687,906405836#1,0.0,0
3688,906405837#0,0.0,0
3689,906405837#1,0.0,0
3690,906405837#2,0.0,0
3691,906405837#3,0.0,0
3692,906405841,0.0,0
3693,906405842,0.0,0.03
3694,906405844,0.0,0.03
3695,906415642#0,0.0,0
3696,906415642#1,0.0,0
3697,906415647,0.0,0
3698,906415648,0.0,0
3699,906415649#0,0.0,0
3700,906415649#1,0.0,0
3701,906415649#2,0.0,0
3702,906415649#3,0.0,0
3703,906415649#4,0.0,0
3704,906415649#5,0.0,0
3705,906415650,0.0,0
3706,906415651,0.0,0
3707,906415653#1,0.0,0
3708,906415654#0,0.0,0
3709,906415654#1,0.0,0
3710,906415654#2,0.0,0
3711,906415654#3,0.0,0
3712,906415654#4,0.0,0
3713,906419457#0,0.0,0
3714,906419457#1,0.0,0
3715,906419458,0.0,0
3716,906419459#0,0.0,0
3717,906419459#1,0.0,0
3718,906419460#0,0.0,0
3719,906419460#1,0.0,0
3720,906419461#0,0.0,0.04
3721,906419461#1,3.3,0.33
3722,906419465#0,9.07,0.24
3723,906419465#1,7.42,0.22
3724,906419465#2,9.89,0.31
3725,906419465#3,9.07,0.53
3726,906419466#0,0.0,0
3727,906419466#1,0.0,0
3728,906419466#2,0.0,0
3729,906419466#3,0.0,0
3730,906419467#0,0.0,0
3731,906419467#1,0.0,0
3732,906419468#0,0.0,0
3733,906419468#1,0.0,0
3734,906419469#1,0.0,0
3735,906419469#2,0.0,0
3736,906419469#3,0.0,0
3737,906419469#4,0.0,0
3738,906419469#5,0.0,0
3739,906420784,3.3,0.08
3740,906420786#0,0.0,0
3741,906420786#1,0.0,0
3742,906420787#0,0.0,0
3743,906420787#1,0.0,0
3744,906420788#0,0.0,0
3745,906420788#1,0.0,0
3746,906420789#0,0.0,0
3747,906420789#1,0.0,0
3748,906420789#2,0.0,0
3749,906420790#1,0.0,0
3750,906420791,0.0,0
3751,906425993#0,47.81,0.99
3752,906425993#1,47.81,0.95
3753,906425993#2,47.81,1.27
3754,906425993#3,45.34,0.9
3755,906425993#4,42.87,1.68
3756,906425994,107.99,2.53
3757,906425996,0.0,0
3758,906425997#1,0.0,0
3759,906427581,0.0,0
3760,906427582#0,0.0,0
3761,906427583,33.8,1.83
3762,906431116,0.0,0.07
3763,906700195,129.43,2.69
3764,906700197#1,10.72,0.48
3765,906700198#1,70.9,1.77
3766,906700198#2,69.25,2.39
3767,906700199#0,33.8,1.55
3768,906700199#1,35.45,1.44
3769,906700199#2,34.62,2.11
3770,906700200#1,16.49,1.34
3771,906700200#10,16.49,0.38
3772,906700200#2,16.49,0.68
3773,906700200#3,16.49,0.67
3774,906700200#4,14.01,0.45
3775,906700200#5,14.84,0.57
3776,906700200#6,16.49,0.54
3777,906700200#7,17.31,0.62
3778,906700200#8,17.31,0.52
3779,906700200#9,18.96,0.67
3780,906700206#0,61.0,1.43
3781,906700206#1,65.12,1.77
3782,906700206#2,72.54,1.84
3783,906700206#3,73.37,1.88
3784,906700206#4,76.67,2.89
3785,906700206#5,76.67,4.41
3786,906700207#0,108.82,2.14
3787,906700207#1,107.17,4.17
3788,906700208#0,77.49,1.52
3789,906700208#1,78.31,1.56
3790,906700208#2,79.14,1.88
3791,906700208#3,79.14,1.63
3792,906700208#4,78.31,1.56
3793,906700208#5,108.82,2.49
3794,906700208#7,107.17,2.93
3795,906700209#0,3.3,0.29
3796,906700209#1,4.12,0.38
3797,906700209#2,10.72,0.64
3798,906700211,168.99,3.3
3799,906700212,18.14,1.05
3800,906700213#1,14.84,1.75
3801,906700214,185.48,4.87
3802,906700215#0,144.26,3.19
3803,906700215#1,151.68,4.07
3804,906700215#2,150.03,41.12
3805,906700217,19.78,1.78
3806,906839016#0,40.39,1.02
3807,906839016#1,39.57,2.59
3808,906839017#2,90.68,1.97
3809,906839018#0,13.19,22.65
3810,906839018#1,19.78,0.71
3811,906844744,28.03,0.81
3812,906844748#0,5.77,0.2
3813,906844748#1,5.77,0.16
3814,906844749#0,50.29,2.28
3815,906844749#1,29.68,1.3
3816,906844750#1,11.54,0.35
3817,906844750#2,23.91,0.68
3818,906856904,178.06,27.21
3819,906856905,87.38,18.48
3820,906858876#0,141.79,4.96
3821,906858876#1,142.62,3.32
3822,906858877#0,150.86,4.24
3823,906862821#1,0.0,0
3824,906862822,12.37,0.7
3825,906939330,38.75,1.76
3826,906939331,63.48,2.8
3827,906939350,0.0,0.2
3828,906939351#0,32.15,0.55
3829,906939351#1,37.92,0.64
3830,906939351#2,41.22,0.96
3831,906939352#0,9.89,0.31
3832,906939352#1,4.12,0.18
3833,906939353#0,47.81,1.06
3834,906939353#1,56.06,1.86
3835,906939354,0.0,0.09
3836,906939355,0.0,0.03
3837,906939356,5.77,0.17
3838,906939357#0,22.26,0.54
3839,906939357#2,24.73,0.62
3840,906939357#3,29.68,0.92
3841,906939357#4,29.68,0.7
3842,906939357#5,30.5,1.02
3843,906939357#6,30.5,0.92
3844,906939358#0,28.03,1.03
3845,906939358#1,27.2,0.76
3846,906939358#2,26.38,1.23
3847,906939358#3,24.73,2.26
3848,906939358#4,23.91,31.64
3849,906939358#5,23.91,25.88
3850,906939358#6,21.43,0.6
3851,906939358#7,23.91,1.83
3852,906939359,150.03,4.04
3853,906939360,111.29,2.54
3854,906939361,9.07,0.32
3855,906939362,4.12,0.13
3856,906939363,4.95,0.18
3857,906939364,9.07,0.26
3858,906939365#2,9.89,0.34
3859,906939365#3,9.89,0.39
3860,906941962,0.0,0
3861,906941963,0.0,0
3862,907113119,0.0,0
3863,907120292#0,0.0,0
3864,907120292#1,0.0,0
3865,907120293#0,0.0,0
3866,907120293#1,0.0,0
3867,907120293#10,0.0,0
3868,907120293#11,0.0,0
3869,907120293#12,0.0,0
3870,907120293#13,0.0,0
3871,907120293#14,0.0,0
3872,907120293#15,0.0,0
3873,907120293#16,0.0,0
3874,907120293#17,0.0,0
3875,907120293#18,0.0,0
3876,907120293#2,0.0,0
3877,907120293#3,0.0,0
3878,907120293#4,0.0,0
3879,907120293#5,0.0,0
3880,907120293#6,0.0,0
3881,907120293#7,0.0,0
3882,907120293#8,0.0,0
3883,907120293#9,0.0,0
3884,907120294#0,0.0,0
3885,907120294#1,0.0,0
3886,907120295,0.0,0
3887,907120296#0,0.0,0
3888,907120296#1,0.0,0
3889,907120297,0.0,0
3890,907120298#0,0.0,0
3891,907120298#1,0.0,0
3892,907120302,0.0,0
3893,907123593#1,0.0,0
3894,907123594#1,0.0,0
3895,907123595#0,0.0,0
3896,907123595#1,0.0,0
3897,907123596#0,0.0,0
3898,907123596#1,0.0,0
3899,907123597,0.0,0
3900,907123599#1,0.0,0
3901,907123601#1,0.0,0
3902,907123603#1,0.0,0
3903,907123605#1,0.0,0
3904,907123607#1,0.0,0
3905,907124732#1,0.0,0
3906,908942267#1,156.63,11.6
3907,911248048,112.11,3.57
3908,911248049#0,21.43,0.64
3909,911248049#1,22.26,0.79
3910,911248050#0,6.59,0.27
3911,911248050#1,6.59,0.55
3912,911251945#0,13.19,0.37
3913,911251945#1,18.14,1.26
3914,911258378#0,41.22,1.2
3915,911258378#1,44.52,1.21
3916,911258378#2,45.34,1.61
3917,911258378#3,46.16,1.37
3918,911258378#4,47.81,1.53
3919,911258378#5,46.99,2.71
3920,911258379#0,9.07,0.33
3921,911258379#1,11.54,0.33
3922,911258379#2,9.89,0.75
3923,911258380#0,4.12,0.12
3924,911258380#2,4.95,0.15
3925,911258380#3,6.59,0.25
3926,911258380#4,3.3,0.17
3927,911258380#5,4.95,0.15
3928,912613952#0,3.3,0.29
3929,912613952#1,4.95,0.65
3930,912613953#0,6.59,0.27
3931,912613953#1,8.24,0.53
3932,912613969#0,16.49,0.52
3933,917237319#0,0.0,0
3934,917237319#1,0.0,0
3935,917237320#0,0.0,0
3936,917237320#1,0.0,0
3937,917237320#2,0.0,0
3938,917237320#3,0.0,0
3939,917237321#0,0.0,0
3940,917237321#1,0.0,0
3941,917237321#2,0.0,0
3942,917237322#0,0.0,0
3943,917237322#1,0.0,0
3944,917237322#2,0.0,0
3945,917237322#3,0.0,0
3946,917237322#4,0.0,0
3947,917237323#0,0.0,0
3948,917237323#1,0.0,0
3949,917237323#10,0.0,0
3950,917237323#11,0.0,0
3951,917237323#12,0.0,0
3952,917237323#13,0.0,0
3953,917237323#2,0.0,0
3954,917237323#3,0.0,0
3955,917237323#4,0.0,0
3956,917237323#5,0.0,0
3957,917237323#6,0.0,0
3958,917237323#7,0.0,0
3959,917237323#8,0.0,0
3960,917237323#9,0.0,0
3961,917237324#0,0.0,0
3962,917237324#1,0.0,0
3963,917237325#1,0.0,0
3964,917237325#2,0.0,0
3965,917237325#3,0.0,0
3966,917237325#4,0.0,0
3967,917237326#1,0.0,0
3968,917237326#2,0.0,0
3969,917237326#4,0.0,0
3970,917237326#5,0.0,0
